game_language,game,model,experiment,instance,type,script,count
en,dond,claude-sonnet-4-20250514-t0.0,coop_en,00013,thinking,Latin,486
en,dond,claude-sonnet-4-20250514-t0.0,coop_en,00013,response,Latin,178
en,dond,claude-sonnet-4-20250514-t0.0,coop_en,00014,thinking,Latin,386
en,dond,claude-sonnet-4-20250514-t0.0,coop_en,00014,response,Latin,273
en,dond,claude-sonnet-4-20250514-t0.0,coop_en,00015,thinking,Latin,489
en,dond,claude-sonnet-4-20250514-t0.0,coop_en,00015,response,Latin,127
en,dond,claude-sonnet-4-20250514-t0.0,coop_en,00012,thinking,Latin,480
en,dond,claude-sonnet-4-20250514-t0.0,coop_en,00012,response,Latin,21
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00005,thinking,Latin,406
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00005,response,Latin,113
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00002,thinking,Latin,441
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00002,response,Latin,169
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00003,thinking,Latin,509
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00003,response,Latin,115
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00004,thinking,Latin,706
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00004,response,Latin,290
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00017,thinking,Latin,471
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00017,response,Latin,286
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00010,thinking,Latin,549
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00010,response,Latin,224
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00019,thinking,Latin,796
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00019,response,Latin,276
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00018,thinking,Latin,1074
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00018,response,Latin,320
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00011,thinking,Latin,368
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00011,response,Latin,180
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00016,thinking,Latin,597
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00016,response,Latin,257
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00008,thinking,Latin,537
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00008,response,Latin,103
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00001,thinking,Latin,957
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00001,response,Latin,268
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00006,thinking,Latin,419
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00006,response,Latin,182
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00007,thinking,Latin,466
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00007,response,Latin,24
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00000,thinking,Latin,574
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00000,response,Latin,210
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00009,thinking,Latin,506
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00009,response,Latin,192
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00013,thinking,Latin,822
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00013,response,Latin,208
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00014,thinking,Latin,838
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00014,response,Latin,250
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00015,thinking,Latin,414
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00015,response,Latin,141
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00012,thinking,Latin,575
en,dond,claude-sonnet-4-20250514-t0.0,semi_en,00012,response,Latin,301
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_hard,00005,thinking,Latin,1968
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_hard,00005,response,Latin,253
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_hard,00002,thinking,Latin,6527
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_hard,00002,response,Latin,453
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_hard,00003,thinking,Latin,1853
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_hard,00003,response,Latin,582
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_hard,00004,thinking,Latin,4351
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_hard,00004,response,Latin,298
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_hard,00001,thinking,Latin,3867
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_hard,00001,response,Latin,363
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_hard,00000,thinking,Latin,1157
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_hard,00000,response,Latin,419
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_hard,00005,thinking,Latin,2576
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_hard,00005,response,Latin,287
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_hard,00002,thinking,Latin,8458
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_hard,00002,response,Latin,246
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_hard,00003,thinking,Latin,1420
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_hard,00003,response,Latin,342
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_hard,00004,thinking,Latin,3493
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_hard,00004,response,Latin,217
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_hard,00001,thinking,Latin,1099
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_hard,00001,response,Latin,241
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_hard,00000,thinking,Latin,892
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_hard,00000,response,Latin,264
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_easy,00005,thinking,Latin,4506
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_easy,00005,response,Latin,606
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_easy,00002,thinking,Latin,2213
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_easy,00002,response,Latin,422
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_easy,00003,thinking,Latin,1496
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_easy,00003,response,Latin,341
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_easy,00004,thinking,Latin,2715
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_easy,00004,response,Latin,188
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_easy,00001,thinking,Latin,3059
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_easy,00001,response,Latin,468
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_easy,00000,thinking,Latin,1039
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_negotiation_easy,00000,response,Latin,463
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_easy,00005,thinking,Latin,5190
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_easy,00005,response,Latin,224
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_easy,00002,thinking,Latin,1768
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_easy,00002,response,Latin,202
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_easy,00003,thinking,Latin,7386
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_easy,00004,thinking,Latin,1888
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_easy,00004,response,Latin,333
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_easy,00001,thinking,Latin,1441
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_easy,00001,response,Latin,236
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_easy,00000,thinking,Latin,5963
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_reasoning off_easy,00000,response,Latin,268
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_hard,00005,thinking,Latin,5511
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_hard,00005,response,Latin,491
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_hard,00002,thinking,Latin,2427
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_hard,00002,response,Latin,558
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_hard,00003,thinking,Latin,3345
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_hard,00003,response,Latin,542
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_hard,00004,thinking,Latin,1280
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_hard,00004,response,Latin,355
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_hard,00001,thinking,Latin,4702
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_hard,00001,response,Latin,396
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_hard,00000,thinking,Latin,11377
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_hard,00000,response,Latin,453
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00005,thinking,Latin,6444
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00005,response,Latin,548
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00002,thinking,Latin,1305
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00002,response,Latin,424
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00003,thinking,Latin,1868
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00003,response,Latin,413
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00004,thinking,Latin,3609
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00004,response,Latin,526
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00001,thinking,Latin,1747
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00001,response,Latin,558
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00000,thinking,Latin,3832
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00000,response,Latin,545
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_en,00002,thinking,Latin,456
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_en,00002,response,Latin,48
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_en,00001,thinking,Latin,957
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_en,00001,response,Latin,73
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_en,00000,thinking,Latin,2108
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_en,00000,response,Latin,109
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_en,00002,thinking,Latin,4149
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_en,00002,response,Latin,102
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_en,00001,thinking,Latin,3450
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_en,00001,response,Latin,108
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_en,00000,thinking,Latin,2090
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_en,00000,response,Latin,88
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_7obj_en,00001,thinking,Latin,565
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_7obj_en,00001,response,Latin,80
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_7obj_en,00000,thinking,Latin,2069
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_7obj_en,00000,response,Latin,159
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_en,00002,thinking,Latin,2657
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_en,00002,response,Latin,73
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_en,00001,thinking,Latin,567
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_en,00001,response,Latin,54
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_en,00000,thinking,Latin,1856
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_en,00000,response,Latin,78
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_en,00002,thinking,Latin,1962
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_en,00002,response,Latin,84
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_en,00001,thinking,Latin,3043
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_en,00001,response,Latin,79
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_en,00000,thinking,Latin,1537
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_en,00000,response,Latin,105
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_en,00002,thinking,Latin,3941
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_en,00002,response,Latin,132
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_en,00001,thinking,Latin,2088
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_en,00001,response,Latin,93
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_en,00000,thinking,Latin,4103
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_en,00000,response,Latin,147
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_3obj_en,00002,thinking,Latin,733
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_3obj_en,00002,response,Latin,92
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_3obj_en,00000,thinking,Latin,2582
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_3obj_en,00000,response,Latin,48
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_en,00002,thinking,Latin,551
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_en,00002,response,Latin,113
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_en,00001,thinking,Latin,3824
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_en,00001,response,Latin,147
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_en,00000,thinking,Latin,770
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_en,00000,response,Latin,90
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_en,00002,thinking,Latin,3964
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_en,00002,response,Latin,80
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_en,00000,thinking,Latin,2012
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_en,00000,response,Latin,116
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00005,thinking,Latin,3954
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00002,thinking,Latin,5164
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00003,thinking,Latin,15572
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00004,thinking,Latin,7182
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00017,thinking,Latin,3273
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00010,thinking,Latin,8267
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00019,thinking,Latin,5642
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00018,thinking,Latin,5725
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00018,response,Latin,22
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00011,thinking,Latin,9519
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00016,thinking,Latin,6605
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00008,thinking,Latin,3553
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00001,thinking,Latin,4947
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00001,response,Latin,21
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00006,thinking,Latin,5662
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00007,thinking,Latin,2602
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00000,thinking,Latin,2808
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00009,thinking,Latin,5500
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00013,thinking,Latin,8795
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00014,thinking,Latin,5947
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00015,thinking,Latin,2629
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00012,thinking,Latin,4899
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00012,response,Latin,23
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00005,thinking,Latin,5055
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00005,response,Latin,21
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00002,thinking,Latin,3389
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00003,thinking,Latin,4544
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00004,thinking,Latin,3103
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00017,thinking,Latin,5784
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00010,thinking,Latin,6986
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00019,thinking,Latin,3544
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00019,response,Latin,24
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00018,thinking,Latin,3559
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00011,thinking,Latin,3312
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00016,thinking,Latin,3837
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00008,thinking,Latin,6694
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00001,thinking,Latin,4239
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00006,thinking,Latin,1866
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00007,thinking,Latin,4959
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00007,response,Latin,21
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00000,thinking,Latin,5280
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00009,thinking,Latin,4094
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00013,thinking,Latin,3833
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00013,response,Latin,24
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00014,thinking,Latin,3222
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00015,thinking,Latin,4047
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00015,response,Latin,20
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00012,thinking,Latin,4212
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_hard,00002,response,Latin,347
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_hard,00003,response,Latin,485
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_hard,00004,response,Latin,296
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_hard,00001,response,Latin,467
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_hard,00000,response,Latin,637
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_hard,00005,response,Latin,169
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_hard,00002,response,Latin,190
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_hard,00003,response,Latin,213
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_hard,00004,response,Latin,168
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_hard,00001,response,Latin,225
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_hard,00000,response,Latin,235
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_easy,00005,response,Latin,368
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_easy,00002,response,Latin,296
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_easy,00003,response,Latin,372
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_easy,00004,response,Latin,543
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_easy,00001,response,Latin,448
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_easy,00005,response,Latin,159
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_easy,00002,response,Latin,214
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_easy,00003,response,Latin,249
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_easy,00004,response,Latin,198
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_easy,00001,response,Latin,205
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_easy,00000,response,Latin,215
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_hard,00005,response,Latin,413
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_hard,00002,response,Latin,746
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_hard,00003,response,Latin,10117
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_hard,00004,response,Latin,535
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_hard,00001,response,Latin,553
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_hard,00000,response,Latin,657
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_easy,00005,response,Latin,414
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_easy,00002,response,Latin,314
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_easy,00003,response,Latin,302
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_easy,00004,response,Latin,448
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_easy,00001,response,Latin,314
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_easy,00000,response,Latin,717
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_3obj_en,00002,response,Latin,55
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_3obj_en,00001,response,Latin,58
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_3obj_en,00000,response,Latin,64
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_5obj_en,00002,response,Latin,127
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_5obj_en,00001,response,Latin,103
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_5obj_en,00000,response,Latin,100
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_7obj_en,00002,response,Latin,62
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_7obj_en,00001,response,Latin,101
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_7obj_en,00000,response,Latin,262
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_3obj_en,00002,response,Latin,96
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_3obj_en,00001,response,Latin,42
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_3obj_en,00000,response,Latin,57
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_5obj_en,00002,response,Latin,65
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_5obj_en,00001,response,Latin,86
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_5obj_en,00000,response,Latin,112
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_7obj_en,00002,response,Latin,66
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_7obj_en,00001,response,Latin,159
